teachingHoursId,Course Instance,Teacher Id,Assigned Hours,Reported Hours
6378,I-2541,19900307-0105,100.0,111.0
6379,I-2542,19561222-0030,280.0,260.0
6380,I-2542,19781217-0053,100.0,91.0
6381,I-2542,19920504-0093,140.0,138.0
6382,I-2543,19610620-0006,240.0,251.0
6383,I-2543,19761020-0044,100.0,111.0
6384,I-2544,19630126-0001,280.0,267.0
6385,I-2544,19761020-0044,140.0,132.0
6386,I-2544,19931203-0066,140.0,143.0
6387,I-2545,19590129-0004,240.0,243.0
6388,I-2545,19761020-0044,100.0,117.0
6389,I-2545,19930221-0139,120.0,114.0
6390,I-2546,19640220-0029,280.0,294.0
6391,I-2546,19761009-0055,100.0,115.0
6392,I-2547,19620831-0024,260.0,242.0
6393,I-2547,19750220-0037,120.0,133.0
6394,I-2547,19930512-0117,120.0,103.0
6395,I-2548,19600529-0021,240.0,231.0
6396,I-2548,19781125-0031,100.0,108.0
6397,I-2548,19930919-0137,100.0,87.0
6398,I-2549,19601021-0018,240.0,234.0
6399,I-2549,19770224-0058,120.0,103.0
6400,I-2550,19611219-0014,240.0,235.0
6401,I-2550,19790708-0041,140.0,148.0
6402,I-2551,19610620-0006,280.0,273.0
6403,I-2551,19760524-0046,140.0,120.0
6404,I-2551,19921201-0094,140.0,138.0
6405,I-2552,19690513-0015,260.0,270.0
6406,I-2552,19780602-0035,140.0,148.0
6407,I-2552,19920226-0075,140.0,126.0
6408,I-2553,19580515-0017,260.0,271.0
6409,I-2553,19750722-0060,140.0,136.0
6410,I-2554,19580515-0017,240.0,241.0
6411,I-2554,19781125-0031,140.0,156.0
6412,I-2554,19910403-0103,100.0,84.0
6413,I-2555,19690408-0009,280.0,288.0
6414,I-2555,19751018-0039,100.0,102.0
6415,I-2555,19900520-0063,140.0,147.0
6416,I-2556,19640220-0029,240.0,242.0
6417,I-2556,19760108-0050,120.0,129.0
6418,I-2557,19600814-0002,260.0,240.0
6419,I-2557,19790618-0048,100.0,86.0
6420,I-2558,19690408-0009,240.0,228.0
6421,I-2558,19760108-0050,100.0,99.0
6422,I-2559,19600814-0002,240.0,221.0
6423,I-2559,19781125-0031,140.0,150.0
6424,I-2560,19630126-0001,260.0,259.0
6425,I-2560,19790702-0038,120.0,103.0
6426,I-2560,19930616-0127,100.0,95.0
6427,I-2561,19590129-0004,260.0,262.0
6428,I-2561,19761020-0044,120.0,116.0
6429,I-2562,19600814-0002,240.0,256.0
6430,I-2562,19750722-0060,100.0,82.0
6431,I-2563,19570828-0008,260.0,273.0
6432,I-2563,19790618-0048,140.0,126.0
6433,I-2563,19930221-0139,140.0,127.0
6434,I-2564,19561222-0030,260.0,270.0
6435,I-2564,19770224-0058,140.0,138.0
6436,I-2565,19560812-0016,260.0,273.0
6437,I-2565,19761024-0034,100.0,115.0
6438,I-2565,19910214-0084,140.0,122.0
6439,I-2566,19580218-0007,240.0,233.0
6440,I-2566,19750512-0043,120.0,115.0
6441,I-2567,19690408-0009,260.0,243.0
6442,I-2567,19780602-0035,100.0,93.0
6443,I-2568,19620522-0023,280.0,275.0
6444,I-2568,19790717-0045,140.0,144.0
6445,I-2569,19570615-0011,280.0,298.0
6446,I-2569,19781217-0053,100.0,99.0
6447,I-2569,19910403-0103,120.0,126.0
6448,I-2570,19680712-0028,260.0,249.0
6449,I-2570,19750331-0036,100.0,93.0
6450,I-2571,19561222-0030,280.0,264.0
6451,I-2571,19780815-0047,120.0,136.0
6452,I-2571,19930709-0100,100.0,100.0
6453,I-2572,19580515-0017,280.0,282.0
6454,I-2572,19760108-0050,100.0,113.0
6455,I-2573,19690917-0022,240.0,249.0
6456,I-2573,19780424-0057,120.0,127.0
6457,I-2573,19901029-0071,140.0,134.0
6458,I-2574,19610620-0006,280.0,297.0
6459,I-2574,19750705-0033,100.0,118.0
6460,I-2574,19920504-0093,120.0,120.0
6461,I-2575,19590129-0004,240.0,245.0
6462,I-2575,19780424-0057,100.0,84.0
6463,I-2576,19690408-0009,260.0,251.0
6464,I-2576,19750417-0051,140.0,126.0
6465,I-2577,19561222-0030,260.0,277.0
6466,I-2577,19750417-0051,120.0,135.0
6467,I-2578,19610620-0006,280.0,285.0
6468,I-2578,19761024-0034,140.0,149.0
6469,I-2578,19910206-0081,140.0,143.0
6470,I-2579,19690917-0022,240.0,224.0
6471,I-2579,19780424-0057,140.0,135.0
6472,I-2579,19900430-0112,140.0,158.0
6473,I-2580,19560705-0025,240.0,221.0
6474,I-2580,19770224-0058,120.0,140.0
6475,I-2580,19910404-0102,100.0,100.0
6476,I-2581,19690917-0022,240.0,238.0
6477,I-2581,19780317-0052,120.0,114.0
6478,I-2582,19620831-0024,280.0,298.0
6479,I-2582,19781130-0054,120.0,137.0
6480,I-2583,19570828-0008,240.0,229.0
6481,I-2583,19780424-0057,140.0,131.0
6482,I-2584,19580515-0017,280.0,275.0
6483,I-2584,19790708-0041,140.0,155.0
6484,I-2584,19901219-0125,120.0,134.0
6485,I-2585,19690513-0015,280.0,264.0
6486,I-2585,19750512-0043,140.0,124.0
6487,I-2586,19560705-0025,280.0,281.0
6488,I-2586,19750705-0033,120.0,120.0
6489,I-2586,19920122-0065,100.0,104.0
6490,I-2587,19660630-0020,240.0,258.0
6491,I-2587,19750906-0032,120.0,108.0
6492,I-2587,19930221-0139,140.0,127.0
6493,I-2588,19601021-0018,260.0,243.0
6494,I-2588,19750906-0032,140.0,144.0
6495,I-2588,19920226-0075,120.0,114.0
6496,I-2589,19610623-0005,240.0,235.0
6497,I-2589,19790426-0049,140.0,149.0
6498,I-2590,19590129-0004,260.0,277.0
6499,I-2590,19771013-0040,120.0,136.0
6500,I-2590,19930829-0082,140.0,133.0
6501,I-2591,19610623-0005,240.0,229.0
6502,I-2591,19790618-0048,100.0,102.0
6503,I-2592,19601021-0018,280.0,272.0
6504,I-2592,19781217-0053,100.0,92.0
6505,I-2592,19900430-0112,100.0,98.0
6506,I-2593,19680712-0028,240.0,229.0
6507,I-2593,19790702-0038,140.0,144.0
6508,I-2593,19900307-0105,100.0,83.0
6509,I-2594,19680712-0028,280.0,290.0
6510,I-2594,19780424-0057,140.0,132.0
6511,I-2594,19920122-0065,140.0,131.0
6512,I-2595,19610623-0005,280.0,275.0
6513,I-2595,19761020-0044,120.0,104.0
6514,I-2595,19910403-0131,140.0,159.0
6515,I-2596,19611219-0014,280.0,288.0
6516,I-2596,19760524-0046,120.0,126.0
6517,I-2597,19650303-0019,280.0,288.0
6518,I-2597,19761020-0044,120.0,128.0
6519,I-2597,19911116-0069,100.0,100.0
6520,I-2598,19600529-0021,240.0,260.0
6521,I-2598,19781130-0054,120.0,117.0
6522,I-2598,19900818-0116,100.0,117.0
6523,I-2599,19560812-0016,240.0,253.0
6524,I-2599,19770713-0042,140.0,149.0
6525,I-2599,19900201-0074,140.0,148.0
6526,I-2600,19640220-0029,280.0,266.0
6527,I-2600,19750512-0043,100.0,83.0
6528,I-2600,19921218-0101,140.0,149.0
6529,I-2601,19690917-0022,260.0,272.0
6530,I-2601,19760524-0046,140.0,153.0
6531,I-2602,19560705-0025,260.0,246.0
6532,I-2602,19790708-0041,100.0,98.0
6533,I-2603,19610918-0027,240.0,260.0
6534,I-2603,19750512-0043,140.0,157.0
6535,I-2604,19610918-0027,240.0,257.0
6536,I-2604,19761009-0055,140.0,159.0
6537,I-2604,19901002-0085,100.0,88.0
6538,I-2605,19620424-0026,280.0,275.0
6539,I-2605,19750331-0036,140.0,158.0
6540,I-2605,19930508-0061,140.0,160.0
6541,I-2606,19610620-0006,280.0,283.0
6542,I-2606,19790702-0038,100.0,108.0
6543,I-2607,19620831-0024,240.0,246.0
6544,I-2607,19750220-0037,100.0,87.0
6545,I-2607,19900902-0090,120.0,113.0
6546,I-2608,19630126-0001,280.0,280.0
6547,I-2608,19781217-0053,100.0,81.0
6548,I-2609,19690408-0009,240.0,233.0
6549,I-2609,19780317-0052,100.0,109.0
6550,I-2609,19930512-0117,100.0,91.0
6551,I-2610,19610918-0027,260.0,255.0
6552,I-2610,19781125-0031,140.0,147.0
6553,I-2611,19680712-0028,280.0,263.0
6554,I-2611,19760108-0050,120.0,137.0
6555,I-2612,19600814-0002,240.0,237.0
6556,I-2612,19761024-0034,140.0,148.0
6557,I-2612,19910817-0092,140.0,148.0
6558,I-2613,19580218-0007,240.0,253.0
6559,I-2613,19761020-0044,140.0,121.0
6560,I-2614,19590129-0004,260.0,248.0
6561,I-2614,19761020-0044,140.0,124.0
6562,I-2614,19900909-0123,100.0,103.0
6563,I-2615,19610623-0005,260.0,244.0
6564,I-2615,19750122-0056,120.0,121.0
6565,I-2616,19690917-0022,260.0,264.0
6566,I-2616,19780424-0057,120.0,118.0
6567,I-2616,19910404-0102,100.0,87.0
6568,I-2617,19560812-0016,260.0,252.0
6569,I-2617,19771013-0040,140.0,127.0
6570,I-2618,19580218-0007,240.0,251.0
6571,I-2618,19750906-0032,120.0,117.0
6572,I-2618,19920316-0107,120.0,122.0
6573,I-2619,19600905-0003,240.0,258.0
6574,I-2619,19790717-0045,140.0,125.0
6575,I-2620,19570828-0008,280.0,276.0
6576,I-2620,19780424-0057,100.0,109.0
6577,I-2620,19900201-0074,140.0,125.0
6578,I-2621,19690408-0009,260.0,259.0
6579,I-2621,19760108-0050,120.0,106.0
6580,I-2622,19620522-0023,240.0,238.0
6581,I-2622,19790717-0045,100.0,107.0
6582,I-2622,19900701-0138,140.0,132.0
6583,I-2623,19600529-0021,280.0,289.0
6584,I-2623,19771013-0040,140.0,121.0
6585,I-2623,19910927-0128,140.0,160.0
6586,I-2624,19650303-0019,240.0,245.0
6587,I-2624,19780815-0047,140.0,147.0
6588,I-2625,19650303-0019,280.0,277.0
6589,I-2625,19780602-0035,140.0,158.0
6590,I-2626,19690917-0022,260.0,242.0
6591,I-2626,19781125-0031,120.0,121.0
6592,I-2627,19560612-0010,260.0,270.0
6593,I-2627,19751018-0039,120.0,106.0
6594,I-2627,19910101-0133,100.0,118.0
6595,I-2628,19600905-0003,260.0,251.0
6596,I-2628,19760108-0050,120.0,114.0
6597,I-2628,19930221-0139,120.0,137.0
6598,I-2629,19690917-0022,260.0,251.0
6599,I-2629,19760108-0050,140.0,133.0
6600,I-2629,19900128-0095,120.0,140.0
6601,I-2630,19660630-0020,260.0,245.0
6602,I-2630,19781217-0053,120.0,102.0
6603,I-2630,19930228-0086,140.0,120.0
6604,I-2631,19570828-0008,260.0,268.0
6605,I-2631,19760524-0046,140.0,129.0
6606,I-2632,19590129-0004,280.0,293.0
6607,I-2632,19790426-0049,120.0,127.0
6608,I-2632,19910206-0081,120.0,107.0
6609,I-2633,19620522-0023,260.0,240.0
6610,I-2633,19761009-0055,100.0,93.0
6611,I-2634,19580218-0007,280.0,268.0
6612,I-2634,19780424-0057,120.0,128.0
6613,I-2634,19920828-0070,100.0,97.0
6614,I-2635,19580515-0017,260.0,264.0
6615,I-2635,19750705-0033,100.0,101.0
6616,I-2636,19561222-0030,260.0,260.0
6617,I-2636,19790426-0049,100.0,112.0
6618,I-2636,19920316-0107,100.0,91.0
6619,I-2637,19560812-0016,240.0,238.0
6620,I-2637,19750102-0059,100.0,106.0
6621,I-2638,19680712-0028,240.0,249.0
6622,I-2638,19780602-0035,120.0,119.0
6623,I-2638,19900426-0089,120.0,138.0
6624,I-2639,19660630-0020,260.0,243.0
6625,I-2639,19780602-0035,140.0,151.0
6626,I-2639,19900520-0063,140.0,146.0
6627,I-2640,19620424-0026,240.0,233.0
6628,I-2640,19750906-0032,120.0,110.0
6629,I-2641,19600905-0003,280.0,290.0
6630,I-2641,19781125-0031,100.0,88.0
6631,I-2642,19630126-0001,240.0,229.0
6632,I-2642,19750331-0036,120.0,100.0
6633,I-2643,19660630-0020,280.0,266.0
6634,I-2643,19781130-0054,140.0,158.0
6635,I-2643,19900128-0095,100.0,99.0
6636,I-2644,19620831-0024,260.0,245.0
6637,I-2644,19750512-0043,120.0,122.0
6638,I-2644,19931212-0079,120.0,112.0
6639,I-2645,19570615-0011,260.0,250.0
6640,I-2645,19750512-0043,120.0,104.0
6641,I-2645,19931203-0066,120.0,111.0
6642,I-2646,19560612-0010,240.0,244.0
6643,I-2646,19750220-0037,140.0,131.0
6644,I-2646,19900119-0104,100.0,115.0
6645,I-2647,19611219-0014,280.0,262.0
6646,I-2647,19751018-0039,100.0,86.0
6647,I-2647,19910822-0122,140.0,158.0
6648,I-2648,19610918-0027,260.0,276.0
6649,I-2648,19790702-0038,120.0,110.0
6650,I-2649,19560812-0016,280.0,286.0
6651,I-2649,19781217-0053,120.0,118.0
6652,I-2649,19920226-0075,140.0,126.0
6653,I-2650,19630126-0001,260.0,240.0
6654,I-2650,19780317-0052,140.0,146.0
6655,I-2650,19900201-0074,140.0,137.0
6656,I-2651,19640220-0029,240.0,242.0
6657,I-2651,19750417-0051,120.0,129.0
6658,I-2652,19690408-0009,240.0,227.0
6659,I-2652,19780317-0052,120.0,125.0
6660,I-2652,19900201-0074,140.0,159.0
6661,I-2653,19570828-0008,240.0,260.0
6662,I-2653,19750102-0059,140.0,135.0
6663,I-2654,19601021-0018,240.0,227.0
6664,I-2654,19750417-0051,100.0,84.0
6665,I-2655,19640414-0013,260.0,246.0
6666,I-2655,19750417-0051,120.0,128.0
6667,I-2655,19921123-0108,120.0,115.0
6668,I-2656,19560705-0025,260.0,280.0
6669,I-2656,19770713-0042,140.0,160.0
6670,I-2656,19901026-0111,120.0,129.0
6671,I-2657,19560705-0025,280.0,277.0
6672,I-2657,19781130-0054,100.0,88.0
6673,I-2658,19561222-0030,280.0,267.0
6674,I-2658,19750722-0060,120.0,106.0
6675,I-2658,19900128-0095,100.0,100.0
6676,I-2659,19580218-0007,280.0,268.0
6677,I-2659,19750331-0036,140.0,127.0
6678,I-2659,19910921-0136,120.0,122.0
6679,I-2660,19640414-0013,240.0,259.0
6680,I-2660,19770224-0058,140.0,127.0
6681,I-2660,19901029-0071,120.0,140.0
6682,I-2661,19630126-0001,260.0,271.0
6683,I-2661,19750512-0043,140.0,137.0
6684,I-2662,19690513-0015,260.0,279.0
6685,I-2662,19790708-0041,140.0,123.0
6686,I-2662,19900723-0126,120.0,122.0
6687,I-2663,19600814-0002,240.0,241.0
6688,I-2663,19790702-0038,120.0,131.0
6689,I-2664,19620522-0023,260.0,267.0
6690,I-2664,19780424-0057,140.0,151.0
6691,I-2664,19911025-0091,100.0,90.0
6692,I-2665,19570828-0008,240.0,229.0
6693,I-2665,19750705-0033,100.0,119.0
6694,I-2666,19680712-0028,280.0,274.0
6695,I-2666,19770224-0058,120.0,122.0
6696,I-2667,19600905-0003,260.0,243.0
6697,I-2667,19790708-0041,120.0,113.0
6698,I-2668,19600814-0002,280.0,270.0
6699,I-2668,19761020-0044,100.0,114.0
6700,I-2669,19590129-0004,280.0,272.0
6701,I-2669,19781125-0031,140.0,159.0
6702,I-2670,19610620-0006,260.0,266.0
6703,I-2670,19790618-0048,100.0,90.0
6704,I-2670,19900520-0063,100.0,94.0
6705,I-2671,19640220-0029,260.0,279.0
6706,I-2671,19781217-0053,140.0,127.0
6707,I-2671,19901002-0085,120.0,117.0
6708,I-2672,19600905-0003,240.0,251.0
6709,I-2672,19790717-0045,100.0,101.0
6710,I-2672,19901026-0111,140.0,150.0
6711,I-2673,19601021-0018,240.0,232.0
6712,I-2673,19750906-0032,120.0,101.0
6713,I-2673,19900902-0114,120.0,115.0
6714,I-2674,19640220-0029,240.0,258.0
6715,I-2674,19750102-0059,100.0,80.0
6716,I-2675,19570828-0008,280.0,264.0
6717,I-2675,19750331-0036,140.0,149.0
6718,I-2675,19920217-0098,100.0,107.0
6719,I-2676,19560812-0016,260.0,246.0
6720,I-2676,19750122-0056,120.0,118.0
6721,I-2677,19610623-0005,280.0,273.0
6722,I-2677,19750705-0033,140.0,121.0
6723,I-2678,19690917-0022,260.0,252.0
6724,I-2678,19780424-0057,120.0,135.0
6725,I-2679,19600905-0003,260.0,265.0
6726,I-2679,19790702-0038,140.0,155.0
6727,I-2679,19930228-0086,140.0,128.0
6728,I-2680,19610918-0027,240.0,221.0
6729,I-2680,19780424-0057,140.0,146.0
6730,I-2680,19900701-0113,140.0,149.0
6731,I-2681,19600814-0002,260.0,250.0
6732,I-2681,19750102-0059,140.0,152.0
6733,I-2681,19910822-0122,140.0,129.0
6734,I-2682,19690408-0009,260.0,267.0
6735,I-2682,19750220-0037,140.0,135.0
6736,I-2682,19930414-0106,100.0,84.0
6737,I-2683,19600814-0002,260.0,242.0
6738,I-2683,19761020-0044,100.0,111.0
6739,I-2684,19570826-0012,240.0,238.0
6740,I-2684,19771013-0040,100.0,95.0
6741,I-2685,19561222-0030,260.0,247.0
6742,I-2685,19781130-0054,120.0,110.0
6743,I-2686,19620424-0026,280.0,283.0
6744,I-2686,19761009-0055,140.0,142.0
6745,I-2686,19910404-0102,100.0,110.0
6746,I-2687,19630126-0001,260.0,253.0
6747,I-2687,19790717-0045,100.0,99.0
6748,I-2688,19610918-0027,240.0,241.0
6749,I-2688,19770713-0042,100.0,111.0
6750,I-2689,19560812-0016,280.0,281.0
6751,I-2689,19780815-0047,100.0,90.0
6752,I-2690,19680712-0028,260.0,269.0
6753,I-2690,19781130-0054,100.0,109.0
6754,I-2691,19590129-0004,280.0,295.0
6755,I-2691,19790426-0049,100.0,100.0
6756,I-2692,19561222-0030,240.0,255.0
6757,I-2692,19790717-0045,120.0,118.0
6758,I-2693,19570615-0011,240.0,244.0
6759,I-2693,19780602-0035,120.0,114.0
6760,I-2693,19920917-0109,140.0,122.0
6761,I-2694,19570615-0011,240.0,242.0
6762,I-2694,19770224-0058,120.0,103.0
6763,I-2694,19920122-0065,120.0,116.0
6764,I-2695,19620522-0023,240.0,243.0
6765,I-2695,19761009-0055,100.0,112.0
6766,I-2696,19600529-0021,280.0,289.0
6767,I-2696,19790702-0038,140.0,148.0
6768,I-2697,19660630-0020,240.0,252.0
6769,I-2697,19781217-0053,140.0,151.0
6770,I-2697,19901011-0119,120.0,103.0
6771,I-2698,19660630-0020,240.0,257.0
6772,I-2698,19780424-0057,120.0,126.0
6773,I-2699,19690408-0009,240.0,241.0
6774,I-2699,19760524-0046,140.0,147.0
6775,I-2700,19610620-0006,260.0,244.0
6776,I-2700,19790426-0049,140.0,147.0
6777,I-2700,19920217-0098,140.0,153.0
6778,I-2701,19600529-0021,240.0,260.0
6779,I-2701,19761009-0055,100.0,82.0
6780,I-2702,19560705-0025,280.0,262.0
6781,I-2702,19750417-0051,120.0,137.0
6782,I-2703,19570826-0012,260.0,258.0
6783,I-2703,19761024-0034,140.0,150.0
6784,I-2704,19580218-0007,280.0,281.0
6785,I-2704,19790717-0045,100.0,118.0
6786,I-2704,19900317-0083,140.0,157.0
6787,I-2705,19630126-0001,260.0,262.0
6788,I-2705,19751018-0039,100.0,118.0
6789,I-2705,19900119-0104,140.0,152.0
6790,I-2706,19690917-0022,240.0,220.0
6791,I-2706,19780424-0057,140.0,126.0
6792,I-2707,19650303-0019,280.0,267.0
6793,I-2707,19760524-0046,140.0,132.0
6794,I-2708,19690513-0015,240.0,232.0
6795,I-2708,19750722-0060,140.0,153.0
6796,I-2709,19620424-0026,260.0,278.0
6797,I-2709,19750705-0033,100.0,98.0
6798,I-2709,19900119-0104,100.0,91.0
6799,I-2710,19640414-0013,280.0,283.0
6800,I-2710,19790702-0038,100.0,104.0
6801,I-2711,19690408-0009,240.0,252.0
6802,I-2711,19750417-0051,120.0,139.0
6803,I-2711,19921201-0094,120.0,107.0
6804,I-2712,19610623-0005,240.0,253.0
6805,I-2712,19750705-0033,100.0,117.0
6806,I-2712,19911025-0091,140.0,135.0
6807,I-2713,19630126-0001,260.0,278.0
6808,I-2713,19760108-0050,120.0,109.0
6809,I-2714,19690408-0009,280.0,274.0
6810,I-2714,19760108-0050,100.0,101.0
6811,I-2714,19901029-0071,140.0,141.0
6812,I-2715,19600905-0003,280.0,260.0
6813,I-2715,19790717-0045,120.0,106.0
6814,I-2716,19690513-0015,280.0,276.0
6815,I-2716,19750331-0036,140.0,147.0
6816,I-2717,19690513-0015,260.0,253.0
6817,I-2717,19781130-0054,140.0,149.0
6818,I-2718,19680712-0028,260.0,253.0
6819,I-2718,19750906-0032,140.0,130.0
6820,I-2718,19920226-0075,100.0,115.0
6821,I-2719,19570828-0008,260.0,265.0
6822,I-2719,19780602-0035,120.0,104.0
6823,I-2719,19910101-0133,120.0,121.0
6824,I-2720,19690917-0022,260.0,260.0
6825,I-2720,19750102-0059,120.0,112.0
6826,I-2720,19900701-0138,100.0,85.0
6827,I-2721,19611219-0014,280.0,272.0
6828,I-2721,19760108-0050,120.0,110.0
6829,I-2722,19610623-0005,280.0,269.0
6830,I-2722,19790618-0048,100.0,96.0
6831,I-2723,19600814-0002,280.0,290.0
6832,I-2723,19751018-0039,140.0,143.0
6833,I-2724,19600905-0003,280.0,298.0
6834,I-2724,19750220-0037,120.0,104.0
6835,I-2724,19920217-0098,140.0,149.0
6836,I-2725,19570828-0008,280.0,281.0
6837,I-2725,19770224-0058,100.0,106.0
6838,I-2725,19900124-0064,120.0,113.0
6839,I-2726,19690513-0015,240.0,250.0
6840,I-2726,19790702-0038,140.0,123.0
6841,I-2726,19900426-0089,120.0,104.0
6842,I-2727,19560812-0016,280.0,264.0
6843,I-2727,19750722-0060,120.0,108.0
6844,I-2727,19900909-0123,100.0,110.0
6845,I-2728,19610918-0027,240.0,234.0
6846,I-2728,19761024-0034,140.0,133.0
6847,I-2728,19900616-0124,100.0,100.0
6848,I-2729,19610623-0005,280.0,288.0
6849,I-2729,19750906-0032,120.0,107.0
6850,I-2730,19601021-0018,260.0,279.0
6851,I-2730,19750906-0032,120.0,120.0
6852,I-2730,19911116-0069,100.0,84.0
6853,I-2731,19590129-0004,260.0,271.0
6854,I-2731,19770713-0042,100.0,86.0
6855,I-2731,19900321-0080,100.0,84.0
6856,I-2732,19570828-0008,240.0,222.0
6857,I-2732,19770713-0042,100.0,94.0
6858,I-2732,19900317-0083,140.0,136.0
6859,I-2733,19650303-0019,260.0,242.0
6860,I-2733,19790708-0041,120.0,109.0
6861,I-2733,19920206-0072,120.0,118.0
6862,I-2734,19610620-0006,260.0,280.0
6863,I-2734,19760108-0050,100.0,89.0
6864,I-2734,19910927-0128,120.0,140.0
6865,I-2735,19690917-0022,280.0,275.0
6866,I-2735,19780602-0035,120.0,126.0
6867,I-2736,19650303-0019,260.0,260.0
6868,I-2736,19750722-0060,140.0,133.0
6869,I-2737,19601021-0018,260.0,249.0
6870,I-2737,19751018-0039,100.0,80.0
6871,I-2737,19901026-0111,140.0,124.0
6872,I-2738,19640414-0013,240.0,258.0
6873,I-2738,19780602-0035,120.0,102.0
6874,I-2739,19580218-0007,280.0,280.0
6875,I-2739,19750102-0059,140.0,159.0
6876,I-2740,19620831-0024,280.0,277.0
6877,I-2740,19770713-0042,140.0,139.0
6878,I-2740,19901026-0111,140.0,124.0
6879,I-2741,19600814-0002,260.0,255.0
6880,I-2741,19790426-0049,140.0,126.0
6881,I-2741,19921123-0108,120.0,114.0
6882,I-2742,19620831-0024,260.0,275.0
6883,I-2742,19770713-0042,100.0,91.0
6884,I-2743,19560612-0010,280.0,290.0
6885,I-2743,19790708-0041,140.0,131.0
6886,I-2744,19690513-0015,240.0,221.0
6887,I-2744,19781130-0054,140.0,128.0
6888,I-2744,19920504-0093,100.0,110.0
6889,I-2745,19580218-0007,280.0,270.0
6890,I-2745,19750220-0037,100.0,100.0
6891,I-2745,19930508-0061,120.0,123.0
6892,I-2746,19580218-0007,260.0,251.0
6893,I-2746,19750102-0059,140.0,137.0
6894,I-2746,19910817-0092,100.0,112.0
6895,I-2747,19640414-0013,240.0,249.0
6896,I-2747,19750102-0059,140.0,121.0
6897,I-2748,19570826-0012,280.0,276.0
6898,I-2748,19750122-0056,120.0,130.0
6899,I-2748,19910403-0103,100.0,106.0
6900,I-2749,19620522-0023,240.0,220.0
6901,I-2749,19780602-0035,120.0,109.0
6902,I-2750,19570826-0012,240.0,221.0
6903,I-2750,19751018-0039,140.0,135.0
6904,I-2751,19580515-0017,260.0,277.0
6905,I-2751,19750417-0051,100.0,84.0
6906,I-2752,19690513-0015,260.0,264.0
6907,I-2752,19750906-0032,100.0,80.0
6908,I-2752,19920217-0098,120.0,113.0
6909,I-2753,19620424-0026,240.0,238.0
6910,I-2753,19781217-0053,120.0,108.0
6911,I-2753,19930616-0127,120.0,112.0
6912,I-2754,19690513-0015,240.0,224.0
6913,I-2754,19761009-0055,100.0,108.0
6914,I-2755,19650303-0019,260.0,263.0
6915,I-2755,19780424-0057,100.0,96.0
6916,I-2755,19930512-0117,120.0,132.0
6917,I-2756,19580515-0017,240.0,225.0
6918,I-2756,19781125-0031,100.0,83.0
6919,I-2756,19921127-0120,140.0,158.0
6920,I-2757,19660630-0020,260.0,269.0
6921,I-2757,19750331-0036,140.0,152.0
6922,I-2758,19690408-0009,280.0,282.0
6923,I-2758,19750705-0033,100.0,104.0
6924,I-2759,19600529-0021,240.0,223.0
6925,I-2759,19761024-0034,120.0,102.0
6926,I-2759,19900701-0113,120.0,108.0
6927,I-2760,19611219-0014,240.0,230.0
6928,I-2760,19771013-0040,120.0,140.0
6929,I-2760,19900211-0140,120.0,120.0
6930,I-2761,19610623-0005,260.0,264.0
6931,I-2761,19761009-0055,120.0,140.0
6932,I-2761,19921208-0097,120.0,118.0
6933,I-2762,19570615-0011,240.0,246.0
6934,I-2762,19761020-0044,100.0,119.0
6935,I-2762,19920505-0115,100.0,95.0
6936,I-2763,19570615-0011,280.0,260.0
6937,I-2763,19750722-0060,100.0,96.0
6938,I-2764,19620831-0024,280.0,270.0
6939,I-2764,19750417-0051,140.0,138.0
6940,I-2765,19590129-0004,280.0,281.0
6941,I-2765,19770713-0042,120.0,118.0
6942,I-2766,19590129-0004,240.0,246.0
6943,I-2766,19750102-0059,100.0,92.0
6944,I-2766,19900616-0124,100.0,93.0
6945,I-2767,19560612-0010,280.0,265.0
6946,I-2767,19790717-0045,140.0,130.0
6947,I-2768,19610620-0006,260.0,269.0
6948,I-2768,19790426-0049,120.0,139.0
6949,I-2769,19660630-0020,280.0,299.0
6950,I-2769,19750512-0043,140.0,129.0
6951,I-2770,19570826-0012,280.0,283.0
6952,I-2770,19790618-0048,140.0,148.0
6953,I-2770,19911025-0091,120.0,124.0
6954,I-2771,19690917-0022,260.0,275.0
6955,I-2771,19760108-0050,100.0,114.0
6956,I-2771,19900201-0074,120.0,130.0
6957,I-2772,19560812-0016,260.0,243.0
6958,I-2772,19750705-0033,120.0,116.0
6959,I-2772,19910327-0096,140.0,150.0
6960,I-2773,19620522-0023,280.0,263.0
6961,I-2773,19750722-0060,120.0,125.0
6962,I-2774,19650303-0019,280.0,295.0
6963,I-2774,19780602-0035,100.0,99.0
6964,I-2774,19900201-0074,100.0,92.0
6965,I-2775,19600814-0002,280.0,299.0
6966,I-2775,19750122-0056,120.0,134.0
6967,I-2776,19560705-0025,240.0,241.0
6968,I-2776,19750220-0037,100.0,114.0
6969,I-2776,19910404-0102,100.0,112.0
6970,I-2777,19560812-0016,280.0,270.0
6971,I-2777,19780424-0057,140.0,131.0
6972,I-2778,19600529-0021,240.0,240.0
6973,I-2778,19790717-0045,140.0,153.0
6974,I-2779,19630126-0001,260.0,271.0
6975,I-2779,19750331-0036,100.0,104.0
6976,I-2779,19930228-0086,120.0,109.0
6977,I-2780,19640414-0013,240.0,227.0
6978,I-2780,19760108-0050,140.0,134.0
6979,I-2780,19930302-0135,100.0,118.0
6980,I-2781,19570826-0012,240.0,247.0
6981,I-2781,19770224-0058,140.0,159.0
6982,I-2782,19610623-0005,280.0,297.0
6983,I-2782,19750417-0051,140.0,129.0
6984,I-2783,19610620-0006,240.0,257.0
