RegistrationID,Course Instance,Student id,Status,Grade
1360,I-790,19980206-0041,withdrawn,
1361,I-791,19980206-0041,registered,
1362,I-789,19980206-0041,withdrawn,
1363,I-898,19980206-0041,withdrawn,
1364,I-899,19980206-0041,completed,5.0
1365,I-900,19980206-0041,registered,
1366,I-2275,19980206-0041,not started,
1367,I-5301,19991130-0042,completed,4.0
1368,I-5303,19991130-0042,not started,
1369,I-5302,19991130-0042,registered,
1370,I-5306,19991130-0042,completed,3.0
1371,I-5417,19991130-0042,registered,
1372,I-2914,19991130-0042,withdrawn,
1373,I-3620,19991130-0042,not started,
1374,I-2495,19991130-0042,withdrawn,
1375,I-3023,19981023-0043,not started,
1376,I-2712,19981023-0043,not started,
1377,I-2713,19981023-0043,registered,
1378,I-1458,19981023-0043,completed,5.0
1379,I-2822,19981023-0043,not started,
1380,I-4697,19981023-0043,withdrawn,
1381,I-2610,19981023-0043,completed,5.0
1382,I-2829,19981023-0043,registered,
1383,I-4360,19950824-0044,completed,5.0
1384,I-4890,19950824-0044,completed,5.0
1385,I-5424,19950824-0044,not started,
1386,I-1443,19950824-0044,withdrawn,
1387,I-2396,19950824-0044,not started,
1388,I-717,19950824-0044,withdrawn,
1389,I-2397,19950824-0044,registered,
1390,I-2399,19950824-0044,not started,
1391,I-709,19961220-0045,not started,
1392,I-611,19961220-0045,not started,
1393,I-713,19961220-0045,not started,
1394,I-282,19961220-0045,completed,5.0
1395,I-4380,19961220-0045,withdrawn,
1396,I-295,19961220-0045,withdrawn,
1397,I-1983,19961220-0045,withdrawn,
1398,I-830,19961220-0045,withdrawn,
1399,I-4382,19961220-0045,completed,3.0
1400,I-834,19961220-0045,completed,4.0
1401,I-835,19961220-0045,completed,5.0
1402,I-828,19961220-0045,withdrawn,
1403,I-934,19961220-0045,not started,
1404,I-1785,19961220-0045,completed,4.0
1405,I-5338,19961220-0045,registered,
1406,I-937,19961220-0045,withdrawn,
1407,I-2687,19950308-0046,withdrawn,
1408,I-2688,19950308-0046,completed,5.0
1409,I-3725,19950308-0046,withdrawn,
1410,I-2583,19950308-0046,registered,
1411,I-2593,19950308-0046,completed,3.0
1412,I-2392,19950308-0046,withdrawn,
1413,I-1965,19950308-0046,withdrawn,
1414,I-2807,19950308-0046,not started,
1415,I-4323,19990824-0047,withdrawn,
1416,I-1413,19990824-0047,withdrawn,
1417,I-4762,19990824-0047,registered,
1418,I-4325,19990824-0047,not started,
1419,I-2148,19990824-0047,withdrawn,
1420,I-3494,19990824-0047,completed,5.0
1421,I-4330,19990824-0047,completed,4.0
1422,I-2258,19990824-0047,withdrawn,
1423,I-5194,19990824-0047,registered,
1424,I-4446,19990824-0047,registered,
1425,I-4237,19990824-0047,withdrawn,
1426,I-4557,19990824-0047,registered,
1427,I-2794,19990824-0047,withdrawn,
1428,I-4559,19990824-0047,completed,5.0
1429,I-4561,19990824-0047,not started,
1430,I-267,19970301-0048,not started,
1431,I-2478,19970301-0048,not started,
1432,I-1635,19970301-0048,registered,
1433,I-481,19970301-0048,not started,
1434,I-2592,19970301-0048,not started,
1435,I-2595,19970301-0048,registered,
1436,I-2594,19970301-0048,completed,5.0
1437,I-1466,19980102-0049,not started,
1438,I-4917,19980102-0049,not started,
1439,I-1144,19980102-0049,registered,
1440,I-4172,19980102-0049,completed,5.0
1441,I-4288,19980102-0049,withdrawn,
1442,I-3449,19980102-0049,withdrawn,
1443,I-4073,19980102-0049,withdrawn,
1444,I-1886,19980102-0049,withdrawn,
1445,I-1355,19970918-0050,completed,4.0
1446,I-3646,19970918-0050,not started,
1447,I-91,19970918-0050,withdrawn,
1448,I-512,19970918-0050,completed,4.0
1449,I-4283,19970918-0050,registered,
1450,I-4284,19970918-0050,completed,3.0
1451,I-4285,19970918-0050,not started,
1452,I-4287,19970918-0050,withdrawn,
1453,I-4686,19981214-0051,completed,5.0
1454,I-4479,19981214-0051,completed,5.0
1455,I-390,19981214-0051,completed,5.0
1456,I-2501,19981214-0051,registered,
1457,I-4808,19981214-0051,registered,
1458,I-4810,19981214-0051,completed,3.0
1459,I-1029,19981214-0051,withdrawn,
1460,I-4815,19981214-0051,withdrawn,
1461,I-1475,19981214-0051,withdrawn,
1462,I-4823,19981214-0051,withdrawn,
1463,I-730,19981214-0051,withdrawn,
1464,I-4919,19981214-0051,completed,4.0
1465,I-2699,19970721-0052,withdrawn,
1466,I-2183,19970721-0052,completed,3.0
1467,I-3020,19970721-0052,registered,
1468,I-4567,19970721-0052,not started,
1469,I-2492,19970721-0052,not started,
1470,I-5423,19970721-0052,registered,
1471,I-2707,19970721-0052,not started,
1472,I-909,19970721-0052,registered,
1473,I-1446,19970721-0052,not started,
1474,I-2496,19970721-0052,completed,3.0
1475,I-2812,19970721-0052,withdrawn,
1476,I-180,19970721-0052,completed,4.0
1477,I-2819,19970721-0052,not started,
1478,I-1863,19970721-0052,completed,5.0
1479,I-4332,19951006-0053,withdrawn,
1480,I-3710,19951006-0053,withdrawn,
1481,I-4334,19951006-0053,registered,
1482,I-4033,19951006-0053,not started,
1483,I-3609,19951006-0053,completed,5.0
1484,I-353,19951006-0053,withdrawn,
1485,I-3001,19951006-0053,registered,
1486,I-4343,19951006-0053,withdrawn,
1487,I-4339,19951006-0053,registered,
1488,I-4341,19951006-0053,withdrawn,
1489,I-4455,19951006-0053,not started,
1490,I-3932,19951006-0053,withdrawn,
1491,I-4457,19951006-0053,withdrawn,
1492,I-4984,19951006-0053,completed,3.0
1493,I-1014,19951006-0053,not started,
1494,I-4570,19951006-0053,not started,
1495,I-1332,19951006-0053,completed,5.0
1496,I-1128,19951006-0053,not started,
1497,I-2153,19990720-0054,not started,
1498,I-2458,19990720-0054,registered,
1499,I-4654,19990720-0054,withdrawn,
1500,I-1100,19990720-0054,completed,5.0
1501,I-2369,19990720-0054,registered,
1502,I-2370,19990720-0054,completed,5.0
1503,I-2371,19990720-0054,completed,5.0
1504,I-1313,19990720-0054,not started,
1505,I-1942,19971008-0055,withdrawn,
1506,I-579,19971008-0055,withdrawn,
1507,I-3708,19971008-0055,registered,
1508,I-258,19971008-0055,not started,
1509,I-1741,19971008-0055,completed,4.0
1510,I-2059,19971008-0055,completed,3.0
1511,I-2062,19971008-0055,not started,
1512,I-2478,19971008-0055,withdrawn,
1513,I-2707,19971008-0055,completed,4.0
1514,I-2593,19971008-0055,registered,
1515,I-64,19971008-0055,not started,
1516,I-2181,19971008-0055,not started,
1517,I-4686,19980524-0056,completed,3.0
1518,I-4688,19980524-0056,withdrawn,
1519,I-4690,19980524-0056,completed,3.0
1520,I-1025,19980524-0056,registered,
1521,I-4808,19980524-0056,withdrawn,
1522,I-3750,19980524-0056,not started,
1523,I-1463,19980524-0056,withdrawn,
1524,I-1142,19980524-0056,withdrawn,
1525,I-4918,19980524-0056,not started,
1526,I-730,19980524-0056,not started,
1527,I-4922,19980524-0056,not started,
1528,I-4926,19980524-0056,withdrawn,
1529,I-5311,19961122-0057,withdrawn,
1530,I-486,19961122-0057,withdrawn,
1531,I-1011,19961122-0057,not started,
1532,I-5421,19961122-0057,withdrawn,
1533,I-1131,19961122-0057,completed,3.0
1534,I-1133,19961122-0057,completed,3.0
1535,I-1132,19961122-0057,withdrawn,
1536,I-1553,19961122-0057,registered,
1537,I-3643,19961122-0057,not started,
1538,I-1248,19961122-0057,withdrawn,
1539,I-1247,19961122-0057,registered,
1540,I-1245,19961122-0057,registered,
1541,I-4177,19950522-0058,not started,
1542,I-1766,19950522-0058,completed,5.0
1543,I-5442,19950522-0058,completed,4.0
1544,I-4064,19950522-0058,withdrawn,
1545,I-1769,19950522-0058,completed,5.0
1546,I-613,19950522-0058,withdrawn,
1547,I-2095,19950522-0058,withdrawn,
1548,I-614,19950522-0058,withdrawn,
1549,I-1772,19950522-0058,not started,
1550,I-1771,19950522-0058,withdrawn,
1551,I-5341,19950522-0058,not started,
1552,I-1881,19950522-0058,registered,
1553,I-2208,19950522-0058,completed,5.0
1554,I-201,19950522-0058,withdrawn,
1555,I-2506,19970711-0059,completed,5.0
1556,I-2507,19970711-0059,completed,5.0
1557,I-507,19970711-0059,completed,4.0
1558,I-1353,19970711-0059,completed,4.0
1559,I-1579,19970711-0059,registered,
1560,I-2619,19970711-0059,completed,4.0
1561,I-4492,19970711-0059,completed,4.0
1562,I-2624,19970711-0059,registered,
1563,I-1514,19950829-0060,withdrawn,
1564,I-1515,19950829-0060,not started,
1565,I-3498,19950829-0060,not started,
1566,I-1517,19950829-0060,completed,3.0
1567,I-3813,19950829-0060,not started,
1568,I-1626,19950829-0060,withdrawn,
1569,I-1627,19950829-0060,not started,
1570,I-4243,19950829-0060,completed,4.0
1571,I-1965,19980221-0061,not started,
1572,I-3828,19980221-0061,withdrawn,
1573,I-912,19980221-0061,not started,
1574,I-277,19980221-0061,registered,
1575,I-3831,19980221-0061,completed,3.0
1576,I-5210,19980221-0061,completed,5.0
1577,I-3833,19980221-0061,completed,4.0
1578,I-708,19980221-0061,registered,
1579,I-3836,19980221-0061,withdrawn,
1580,I-3945,19980221-0061,registered,
1581,I-3946,19980221-0061,withdrawn,
1582,I-3948,19980221-0061,registered,
1583,I-3947,19980221-0061,registered,
1584,I-929,19980221-0061,not started,
1585,I-4065,19980221-0061,completed,3.0
1586,I-1351,19980221-0061,withdrawn,
1587,I-190,19980221-0061,registered,
1588,I-2300,19960928-0062,completed,5.0
1589,I-3336,19960928-0062,withdrawn,
1590,I-1354,19960928-0062,registered,
1591,I-4591,19960928-0062,completed,3.0
1592,I-301,19960928-0062,not started,
1593,I-1777,19960928-0062,withdrawn,
1594,I-4080,19960928-0062,not started,
1595,I-2416,19960928-0062,completed,4.0
1596,I-1966,19950319-0063,completed,3.0
1597,I-3621,19950319-0063,withdrawn,
1598,I-5110,19950319-0063,completed,4.0
1599,I-4156,19950319-0063,registered,
1600,I-3737,19950319-0063,withdrawn,
1601,I-3024,19950319-0063,registered,
1602,I-3741,19950319-0063,registered,
1603,I-3739,19950319-0063,completed,4.0
1604,I-1468,19970309-0064,completed,3.0
1605,I-82,19970309-0064,registered,
1606,I-3960,19970309-0064,registered,
1607,I-4914,19970309-0064,withdrawn,
1608,I-83,19970309-0064,registered,
1609,I-88,19970309-0064,completed,3.0
1610,I-87,19970309-0064,not started,
1611,I-4484,19970309-0064,registered,
1612,I-2093,19970309-0064,completed,4.0
1613,I-197,19970309-0064,withdrawn,
1614,I-627,19970309-0064,withdrawn,
1615,I-4604,19970309-0064,completed,4.0
1616,I-200,19970309-0064,not started,
1617,I-306,19970309-0064,completed,3.0
1618,I-307,19970309-0064,withdrawn,
1619,I-2326,19970309-0064,not started,
1620,I-3463,19970309-0064,registered,
1621,I-4991,19960315-0065,registered,
1622,I-4992,19960315-0065,registered,
1623,I-4994,19960315-0065,not started,
1624,I-4993,19960315-0065,registered,
1625,I-5113,19960315-0065,completed,4.0
1626,I-5114,19960315-0065,withdrawn,
1627,I-3226,19960315-0065,not started,
1628,I-1241,19960315-0065,completed,4.0
1629,I-5226,19960315-0065,withdrawn,
1630,I-5227,19960315-0065,registered,
1631,I-5021,19960315-0065,withdrawn,
1632,I-5230,19960315-0065,registered,
1633,I-3819,19980425-0066,not started,
1634,I-2387,19980425-0066,withdrawn,
1635,I-2698,19980425-0066,not started,
1636,I-3823,19980425-0066,registered,
1637,I-3933,19980425-0066,withdrawn,
1638,I-2921,19980425-0066,completed,3.0
1639,I-3938,19980425-0066,completed,5.0
1640,I-2699,19980425-0066,withdrawn,
1641,I-1646,19980425-0066,registered,
1642,I-3944,19980425-0066,not started,
1643,I-1753,19980425-0066,withdrawn,
1644,I-3521,19980425-0066,completed,4.0
1645,I-3941,19980425-0066,registered,
1646,I-3942,19980425-0066,registered,
1647,I-4052,19980425-0066,completed,5.0
1648,I-4053,19980425-0066,withdrawn,
1649,I-1758,19980425-0066,not started,
1650,I-4061,19980425-0066,registered,
1651,I-1532,19960924-0067,not started,
1652,I-3416,19960924-0067,registered,
1653,I-1535,19960924-0067,registered,
1654,I-581,19960924-0067,registered,
1655,I-1642,19960924-0067,completed,5.0
1656,I-4576,19960924-0067,not started,
1657,I-1648,19960924-0067,registered,
1658,I-1650,19960924-0067,completed,3.0
1659,I-1329,19951121-0068,registered,
1660,I-1330,19951121-0068,not started,
1661,I-4569,19951121-0068,withdrawn,
1662,I-808,19951121-0068,completed,3.0
1663,I-1333,19951121-0068,completed,3.0
1664,I-1335,19951121-0068,withdrawn,
1665,I-1336,19951121-0068,withdrawn,
1666,I-1338,19951121-0068,not started,
1667,I-1334,19951121-0068,not started,
1668,I-1452,19951121-0068,withdrawn,
1669,I-1453,19951121-0068,completed,3.0
1670,I-1455,19951121-0068,withdrawn,
1671,I-4690,19951121-0068,not started,
1672,I-4367,19980719-0069,withdrawn,
1673,I-4164,19980719-0069,not started,
1674,I-606,19980719-0069,not started,
1675,I-75,19980719-0069,not started,
1676,I-3745,19980719-0069,completed,4.0
1677,I-4171,19980719-0069,withdrawn,
1678,I-4797,19980719-0069,completed,5.0
1679,I-2184,19980719-0069,withdrawn,
1680,I-3646,19980719-0069,completed,5.0
1681,I-2723,19980719-0069,completed,3.0
1682,I-4278,19980719-0069,not started,
1683,I-3443,19980719-0069,registered,
1684,I-3819,19950124-0070,withdrawn,
1685,I-2698,19950124-0070,withdrawn,
1686,I-2387,19950124-0070,completed,4.0
1687,I-1325,19950124-0070,completed,4.0
1688,I-2809,19950124-0070,registered,
1689,I-71,19950124-0070,not started,
1690,I-3938,19950124-0070,registered,
1691,I-3937,19950124-0070,not started,
1692,I-1646,19950124-0070,completed,4.0
1693,I-2069,19950124-0070,completed,4.0
1694,I-3944,19950124-0070,registered,
1695,I-3521,19950124-0070,not started,
1696,I-3939,19950124-0070,not started,
1697,I-3943,19950124-0070,completed,4.0
1698,I-4052,19950124-0070,withdrawn,
1699,I-4053,19950124-0070,not started,
1700,I-4054,19950124-0070,completed,4.0
1701,I-1343,19950124-0070,withdrawn,
1702,I-1008,19990301-0071,completed,4.0
1703,I-3825,19990301-0071,not started,
1704,I-2905,19990301-0071,not started,
1705,I-2692,19990301-0071,completed,5.0
1706,I-1331,19990301-0071,withdrawn,
1707,I-3015,19990301-0071,completed,3.0
1708,I-2393,19990301-0071,completed,5.0
1709,I-5000,19990301-0071,withdrawn,
1710,I-3087,19990313-0072,withdrawn,
1711,I-1521,19990313-0072,completed,4.0
1712,I-3089,19990313-0072,not started,
1713,I-784,19990313-0072,registered,
1714,I-1629,19990313-0072,not started,
1715,I-3197,19990313-0072,completed,4.0
1716,I-3199,19990313-0072,completed,3.0
1717,I-3202,19990313-0072,not started,
1718,I-3304,19990313-0072,completed,3.0
1719,I-3306,19990313-0072,withdrawn,
1720,I-3309,19990313-0072,completed,5.0
1721,I-1737,19990313-0072,not started,
1722,I-42,19990702-0073,completed,4.0
1723,I-2667,19990702-0073,registered,
1724,I-2464,19990702-0073,registered,
1725,I-1414,19990702-0073,not started,
1726,I-2785,19990702-0073,registered,
1727,I-3917,19990702-0073,registered,
1728,I-2787,19990702-0073,completed,5.0
1729,I-2788,19990702-0073,withdrawn,
1730,I-3724,19950309-0074,withdrawn,
1731,I-3109,19950309-0074,not started,
1732,I-5093,19950309-0074,registered,
1733,I-4042,19950309-0074,not started,
1734,I-2592,19950309-0074,completed,3.0
1735,I-1853,19950309-0074,registered,
1736,I-1856,19950309-0074,not started,
1737,I-4358,19950309-0074,withdrawn,
1738,I-709,19990711-0075,not started,
1739,I-711,19990711-0075,completed,3.0
1740,I-611,19990711-0075,registered,
1741,I-4269,19990711-0075,not started,
1742,I-4380,19990711-0075,not started,
1743,I-295,19990711-0075,registered,
1744,I-934,19990711-0075,completed,3.0
1745,I-2618,19990711-0075,completed,3.0
1746,I-936,19990711-0075,registered,
1747,I-937,19990711-0075,not started,
1748,I-926,19961023-0076,not started,
1749,I-2301,19961023-0076,registered,
1750,I-3445,19961023-0076,not started,
1751,I-2724,19961023-0076,completed,4.0
1752,I-301,19961023-0076,not started,
1753,I-3755,19961023-0076,registered,
1754,I-2416,19961023-0076,completed,3.0
1755,I-2415,19961023-0076,not started,
1756,I-1129,19981204-0077,completed,3.0
1757,I-65,19981204-0077,registered,
1758,I-5214,19981204-0077,withdrawn,
1759,I-4157,19981204-0077,registered,
1760,I-179,19981204-0077,withdrawn,
1761,I-3433,19981204-0077,withdrawn,
1762,I-4365,19981204-0077,not started,
1763,I-1971,19981204-0077,completed,5.0
1764,I-291,19981204-0077,registered,
1765,I-293,19981204-0077,completed,4.0
1766,I-4596,19981204-0077,registered,
1767,I-5330,19981204-0077,registered,
1768,I-567,19960414-0078,registered,
1769,I-3294,19960414-0078,not started,
1770,I-2254,19960414-0078,withdrawn,
1771,I-4022,19960414-0078,not started,
1772,I-894,19960414-0078,registered,
1773,I-2370,19960414-0078,withdrawn,
1774,I-2371,19960414-0078,completed,4.0
1775,I-1313,19960414-0078,not started,
1776,I-1117,19950404-0079,completed,5.0
1777,I-805,19950404-0079,registered,
1778,I-2274,19950404-0079,withdrawn,
1779,I-1435,19950404-0079,registered,
1780,I-2277,19950404-0079,registered,
1781,I-2276,19950404-0079,withdrawn,
1782,I-1328,19950404-0079,registered,
1783,I-3308,19950404-0079,completed,4.0
1784,I-694,19950404-0079,withdrawn,
1785,I-1739,19950404-0079,registered,
1786,I-2388,19950404-0079,not started,
1787,I-1756,19950404-0079,completed,3.0
1788,I-2389,19950404-0079,completed,5.0
1789,I-2395,19950404-0079,withdrawn,
1790,I-2903,19950321-0080,not started,
1791,I-2904,19950321-0080,registered,
1792,I-2906,19950321-0080,not started,
1793,I-2905,19950321-0080,completed,3.0
1794,I-808,19950321-0080,completed,3.0
1795,I-4260,19950321-0080,withdrawn,
1796,I-3018,19950321-0080,registered,
1797,I-3017,19950321-0080,registered,
1798,I-4700,19970428-0081,not started,
1799,I-2516,19970428-0081,completed,4.0
1800,I-3852,19970428-0081,not started,
1801,I-3850,19970428-0081,registered,
1802,I-5028,19970428-0081,not started,
1803,I-3859,19970428-0081,not started,
1804,I-4816,19970428-0081,registered,
1805,I-4284,19970428-0081,withdrawn,
1806,I-4081,19970428-0081,completed,4.0
1807,I-3148,19970428-0081,withdrawn,
1808,I-2320,19970428-0081,completed,4.0
1809,I-4085,19970428-0081,withdrawn,
1810,I-983,19980418-0082,withdrawn,
1811,I-984,19980418-0082,withdrawn,
1812,I-4127,19980418-0082,withdrawn,
1813,I-3392,19980418-0082,withdrawn,
1814,I-986,19980418-0082,registered,
1815,I-5291,19980418-0082,registered,
1816,I-1824,19980418-0082,withdrawn,
1817,I-990,19980418-0082,not started,
1818,I-1102,19980418-0082,not started,
1819,I-1108,19980418-0082,completed,3.0
1820,I-2158,19980418-0082,registered,
1821,I-467,19980418-0082,registered,
1822,I-1107,19980418-0082,registered,
1823,I-1106,19980418-0082,completed,4.0
1824,I-1638,19980418-0082,withdrawn,
1825,I-4145,19980418-0082,completed,5.0
1826,I-2482,19980418-0082,completed,3.0
1827,I-3205,19980418-0082,completed,3.0
1828,I-1218,19980418-0082,completed,3.0
1829,I-802,19980418-0082,registered,
1830,I-1223,19980418-0082,completed,4.0
1831,I-1225,19980418-0082,not started,
1832,I-1227,19980418-0082,completed,5.0
1833,I-4987,19980418-0082,registered,
1834,I-3502,19970820-0083,not started,
1835,I-4454,19970820-0083,completed,5.0
1836,I-1530,19970820-0083,withdrawn,
1837,I-1735,19970820-0083,registered,
1838,I-2678,19970820-0083,not started,
1839,I-4134,19970820-0083,registered,
1840,I-5197,19970820-0083,withdrawn,
1841,I-3203,19970820-0083,registered,
1842,I-3105,19970820-0083,not started,
1843,I-2682,19970820-0083,registered,
1844,I-2794,19970820-0083,not started,
1845,I-4346,19970820-0083,registered,
1846,I-2797,19970820-0083,withdrawn,
1847,I-4351,19970820-0083,not started,
1848,I-2800,19970820-0083,registered,
1849,I-1551,19950907-0084,completed,3.0
1850,I-1552,19950907-0084,withdrawn,
1851,I-1137,19950907-0084,not started,
1852,I-1554,19950907-0084,registered,
1853,I-1660,19950907-0084,not started,
1854,I-1661,19950907-0084,withdrawn,
1855,I-1664,19950907-0084,completed,3.0
1856,I-4594,19950907-0084,registered,
1857,I-4124,19950703-0085,withdrawn,
1858,I-2565,19950703-0085,not started,
1859,I-4130,19950703-0085,withdrawn,
1860,I-3802,19950703-0085,completed,5.0
1861,I-254,19950703-0085,withdrawn,
1862,I-4238,19950703-0085,not started,
1863,I-5084,19950703-0085,withdrawn,
1864,I-4450,19950703-0085,withdrawn,
1865,I-1035,19961124-0086,withdrawn,
1866,I-4702,19961124-0086,not started,
1867,I-1036,19961124-0086,completed,3.0
1868,I-3540,19961124-0086,withdrawn,
1869,I-3147,19961124-0086,completed,5.0
1870,I-2101,19961124-0086,withdrawn,
1871,I-3345,19961124-0086,completed,5.0
1872,I-2105,19961124-0086,not started,
1873,I-2213,19961124-0086,completed,3.0
1874,I-3466,19961124-0086,completed,4.0
1875,I-2217,19961124-0086,withdrawn,
1876,I-4609,19961124-0086,not started,
1877,I-377,19980805-0087,registered,
1878,I-485,19980805-0087,not started,
1879,I-4355,19980805-0087,not started,
1880,I-4356,19980805-0087,withdrawn,
1881,I-4357,19980805-0087,not started,
1882,I-4358,19980805-0087,not started,
1883,I-4362,19980805-0087,withdrawn,
1884,I-4895,19980805-0087,withdrawn,
1885,I-3019,19980805-0087,not started,
1886,I-4359,19980805-0087,withdrawn,
1887,I-4807,19980805-0087,completed,3.0
1888,I-5321,19980805-0087,not started,
1889,I-4477,19980805-0087,withdrawn,
1890,I-3631,19980805-0087,registered,
1891,I-4589,19980805-0087,completed,4.0
1892,I-4275,19980805-0087,withdrawn,
1893,I-4592,19980805-0087,not started,
1894,I-2094,19980805-0087,completed,3.0
1895,I-1528,19970721-0088,not started,
1896,I-891,19970721-0088,completed,4.0
1897,I-2681,19970721-0088,registered,
1898,I-4135,19970721-0088,withdrawn,
1899,I-4246,19970721-0088,registered,
1900,I-4247,19970721-0088,withdrawn,
1901,I-4249,19970721-0088,withdrawn,
1902,I-5413,19970721-0088,not started,
1903,I-4437,19970904-0089,completed,5.0
1904,I-344,19970904-0089,completed,4.0
1905,I-346,19970904-0089,withdrawn,
1906,I-4132,19970904-0089,registered,
1907,I-351,19970904-0089,registered,
1908,I-2777,19970904-0089,not started,
1909,I-674,19970904-0089,completed,5.0
1910,I-140,19970904-0089,withdrawn,
1911,I-345,19970904-0089,withdrawn,
1912,I-349,19970904-0089,registered,
1913,I-148,19970904-0089,completed,4.0
1914,I-461,19970904-0089,completed,4.0
1915,I-463,19970904-0089,withdrawn,
1916,I-469,19970904-0089,completed,3.0
1917,I-1540,19970904-0089,registered,
1918,I-4989,19970904-0089,completed,5.0
1919,I-264,19970904-0089,registered,
1920,I-803,19970904-0089,not started,
1921,I-1319,19960609-0090,registered,
1922,I-4348,19960609-0090,withdrawn,
1923,I-4881,19960609-0090,not started,
1924,I-1327,19960609-0090,completed,3.0
1925,I-1440,19960609-0090,completed,3.0
1926,I-1441,19960609-0090,not started,
1927,I-1443,19960609-0090,not started,
1928,I-1123,19960609-0090,registered,
1929,I-807,19960609-0090,registered,
1930,I-1451,19960609-0090,completed,5.0
1931,I-4885,19960609-0090,not started,
1932,I-4568,19960609-0090,withdrawn,
1933,I-2705,19960609-0090,completed,3.0
1934,I-1450,19960609-0090,completed,4.0
1935,I-4991,19990918-0091,completed,5.0
1936,I-4994,19990918-0091,completed,3.0
1937,I-4361,19990918-0091,registered,
1938,I-4996,19990918-0091,not started,
1939,I-5113,19990918-0091,registered,
1940,I-3844,19990918-0091,completed,3.0
1941,I-3226,19990918-0091,not started,
1942,I-5116,19990918-0091,withdrawn,
1943,I-1030,19990918-0091,not started,
1944,I-1032,19990918-0091,registered,
1945,I-5228,19990918-0091,completed,5.0
1946,I-1773,19990918-0091,withdrawn,
1947,I-362,19980925-0092,withdrawn,
1948,I-5293,19980925-0092,not started,
1949,I-5294,19980925-0092,withdrawn,
1950,I-5295,19980925-0092,completed,5.0
1951,I-3212,19980925-0092,registered,
1952,I-4251,19980925-0092,withdrawn,
1953,I-1224,19980925-0092,completed,5.0
1954,I-5414,19980925-0092,completed,5.0
1955,I-1034,19960227-0093,registered,
1956,I-5229,19960227-0093,registered,
1957,I-2201,19960227-0093,registered,
1958,I-4696,19960227-0093,withdrawn,
1959,I-4492,19960227-0093,withdrawn,
1960,I-513,19960227-0093,not started,
1961,I-4498,19960227-0093,withdrawn,
1962,I-4497,19960227-0093,completed,5.0
1963,I-4608,19960227-0093,registered,
1964,I-208,19960227-0093,completed,5.0
1965,I-2635,19960227-0093,registered,
1966,I-4617,19960227-0093,registered,
1967,I-993,19990531-0094,not started,
1968,I-4981,19990531-0094,not started,
1969,I-3814,19990531-0094,registered,
1970,I-1837,19990531-0094,withdrawn,
1971,I-3923,19990531-0094,completed,4.0
1972,I-2278,19990531-0094,not started,
1973,I-476,19990531-0094,not started,
1974,I-3927,19990531-0094,not started,
1975,I-4043,19990531-0094,withdrawn,
1976,I-5211,19990531-0094,not started,
1977,I-4047,19990531-0094,registered,
1978,I-4793,19990531-0094,completed,5.0
1979,I-4045,19990531-0094,completed,5.0
1980,I-4049,19990531-0094,not started,
1981,I-4050,19990531-0094,completed,5.0
1982,I-4048,19990531-0094,not started,
1983,I-175,19970408-0095,registered,
1984,I-374,19970408-0095,not started,
1985,I-375,19970408-0095,withdrawn,
1986,I-376,19970408-0095,registered,
1987,I-383,19970408-0095,withdrawn,
1988,I-494,19970408-0095,withdrawn,
1989,I-495,19970408-0095,completed,5.0
1990,I-496,19970408-0095,not started,
1991,I-3962,19970408-0095,registered,
1992,I-833,19970408-0095,not started,
1993,I-720,19970408-0095,withdrawn,
1994,I-3132,19970408-0095,registered,
1995,I-2284,19990427-0096,withdrawn,
1996,I-2285,19990427-0096,not started,
1997,I-2287,19990427-0096,withdrawn,
1998,I-2286,19990427-0096,registered,
1999,I-2396,19990427-0096,completed,5.0
2000,I-286,19990427-0096,registered,
2001,I-2398,19990427-0096,not started,
2002,I-2403,19990427-0096,completed,5.0
2003,I-4682,19990518-0097,withdrawn,
2004,I-5309,19990518-0097,registered,
2005,I-5310,19990518-0097,withdrawn,
2006,I-5312,19990518-0097,not started,
2007,I-5311,19990518-0097,withdrawn,
2008,I-1556,19990518-0097,registered,
2009,I-918,19990518-0097,registered,
2010,I-1862,19990518-0097,completed,5.0
2011,I-5431,19990518-0097,not started,
2012,I-3911,19960704-0098,registered,
2013,I-33,19960704-0098,registered,
2014,I-36,19960704-0098,completed,4.0
2015,I-4329,19960704-0098,completed,3.0
2016,I-460,19960704-0098,completed,4.0
2017,I-149,19960704-0098,not started,
2018,I-3817,19960704-0098,not started,
2019,I-151,19960704-0098,withdrawn,
2020,I-2165,19960704-0098,not started,
2021,I-152,19960704-0098,not started,
2022,I-159,19960704-0098,withdrawn,
2023,I-1214,19960704-0098,completed,4.0
2024,I-3103,19960704-0098,registered,
2025,I-157,19960704-0098,registered,
2026,I-262,19960704-0098,registered,
2027,I-264,19960704-0098,completed,5.0
2028,I-265,19960704-0098,withdrawn,
2029,I-2481,19960704-0098,completed,4.0
2030,I-1329,19960621-0099,not started,
2031,I-1330,19960621-0099,completed,3.0
2032,I-1331,19960621-0099,registered,
2033,I-1332,19960621-0099,not started,
2034,I-4791,19960621-0099,completed,3.0
2035,I-1334,19960621-0099,withdrawn,
2036,I-1335,19960621-0099,registered,
2037,I-1338,19960621-0099,completed,5.0
2038,I-5000,19960621-0099,withdrawn,
2039,I-1452,19960621-0099,not started,
2040,I-1453,19960621-0099,withdrawn,
2041,I-1454,19960621-0099,registered,
2042,I-1456,19960621-0099,registered,
2043,I-1616,19980203-0100,completed,3.0
2044,I-5286,19980203-0100,registered,
